,answerEntityId,description
20319,Q172678,American actor (born 1948)
20320,Q36949,American actor (born 1943)
20321,Q175535,"American actor, screenwriter, and producer"
20322,Q37175,American actor (born 1963)
20323,Q129591,Australian actor (born 1968)
20324,Q42930,American actor (born 1937)
20325,Q54314,Australian actor (born 1983)
20326,Q3467556,list article of movies with actor Tom Cruise
20327,Q706475,British film director and video artist
20328,Q36767,English actor and model
20329,Q119798,American actor and film producer
20330,Q164119,American actor
20331,Q618352,American comedian and actor
20332,Q41396,American actor (born 1968)
20333,Q37175,American actor (born 1963)
20334,Q42930,American actor (born 1937)
20335,Q212064,"American actor, dancer and model (born 1980)"
20336,Q35332,American actor and filmmaker
20337,Q4484398,Filmography of Samuel L. Jackson
20338,Q19794,American actor
20339,Q41396,American actor (born 1968)
20340,Q313039,American actor and filmmaker (born 1979)
20341,Q171745,British actor (born 1948)
20342,Q106706,American actor and musician
20343,Q39792,American actor and filmmaker (born 1937)
20344,Q5537992,Filmography of George Clooney
20345,Q125904,American actor (born 1969)
20346,Q172035,Irish actor (born 1976)
20347,Q35332,American actor and filmmaker
20348,Q2263,American actor and film producer (born 1956)
20349,Q37079,American actor and producer (born 1962)
20350,Q59215,American actor (born 1936)
20351,Q42869,American actor
20352,Q28755,American actor (born 1962)
20353,Q175535,"American actor, screenwriter, and producer"
20354,Q23365,"American actor, producer, and musician"
20355,Q1634366,Scottish business executive
20356,Q40572,Australian actor (1979–2008)
20357,Q2305010,American stage and silent film actor (1884-1957)
20358,Q45772,English actor (born 1974)
20359,Q8003106,"British comedian, actor, author and screenwriter"
20360,Q218503,"American actor, comedian, screenwriter and producer (born 1967)"
20361,Q44221,American actor and filmmaker (born 1960)
20362,Q4573,Scottish actor (1930–2020)
20363,Q36949,American actor (born 1943)
20364,Q618352,American comedian and actor
20365,Q37175,American actor (born 1963)
20366,Q129591,Australian actor (born 1968)
20367,Q54314,Australian actor (born 1983)
20368,Q205707,American actor
20369,Q35332,American actor and filmmaker
20370,Q139638,American actor
20371,Q37079,American actor and producer (born 1962)
20372,Q4573,Scottish actor (1930–2020)
20373,Q172678,American actor (born 1948)
20374,Q119798,American actor and film producer
20375,Q11930,American actor
20376,Q106175,"American actor, producer, and screenwriter"
20377,Q185051,American actor
20378,Q190523,Canadian actor (1929–2021)
20379,Q23466,American actor
20380,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20381,Q696491,home of the football clubs SK Sturm Graz and Grazer AK
20382,Q18346330,Filmography of Liam Neeson
20383,Q58444,Northern Irish actor (born 1952)
20384,Q6351442,list article of performances by actor Harrison Ford
20385,Q81328,American actor (born 1942)
20386,Q128379,"English bodybuilder, weightlifter, and actor (1935–2020)"
20387,Q5238735,Australian politician
20388,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20389,Q103894,British actor (1914–2000)
20390,Q1189113,American actor
20391,Q139642,American actor and film producer
20392,Q172678,American actor (born 1948)
20393,Q59215,American actor (born 1936)
20394,Q175535,"American actor, screenwriter, and producer"
20395,Q16345,American actor (1931–2015)
20396,Q25144,American actor (b. 1959)
20397,Q11930,American actor
20398,Q39792,American actor and filmmaker (born 1937)
20399,Q81328,American actor (born 1942)
20400,Q23466,American actor
20401,Q1190572,asteroid
20402,Q37079,American actor and producer (born 1962)
20403,Q172678,American actor (born 1948)
20404,Q175535,"American actor, screenwriter, and producer"
20405,Q210447,American actor (born 1951)
20406,Q51746,fictional character from Star Wars
20407,Q58444,Northern Irish actor (born 1952)
20408,Q171745,British actor (born 1948)
20409,Q81328,American actor (born 1942)
20410,Q185051,American actor
20411,Q483118,"American film actor, director and screenwriter"
20412,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20413,Q16297,Canadian actor
20414,Q706475,British film director and video artist
20415,Q4573,Scottish actor (1930–2020)
20416,Q36949,American actor (born 1943)
20417,Q34012,American actor (1924–2004)
20418,Q25144,American actor (b. 1959)
20419,Q11930,American actor
20420,Q1701585,Canadian politician (1901-1983)
20421,Q40504,Canadian comedian and actor
20422,Q43203,American actor and film director (born 1930)
20423,Q204590,American actor and producer (born 1969)
20424,Q312124,British actor
20425,Q2023710,British actor
20426,Q172678,American actor (born 1948)
20427,Q214309,New Zealand actor
20428,Q28755,American actor (born 1962)
20429,Q175535,"American actor, screenwriter, and producer"
20430,Q171745,British actor (born 1948)
20431,Q1779361,fictional character in Marvel Comics
20432,Q81328,American actor (born 1942)
20433,Q54314,Australian actor (born 1983)
20434,Q483118,"American film actor, director and screenwriter"
20435,Q16297,Canadian actor
20436,Q2023710,British actor
20437,Q2263,American actor and film producer (born 1956)
20438,Q37079,American actor and producer (born 1962)
20439,Q4573,Scottish actor (1930–2020)
20440,Q210447,American actor (born 1951)
20441,Q106706,American actor and musician
20442,Q5537992,Filmography of George Clooney
20443,Q45772,English actor (born 1974)
20444,Q483118,"American film actor, director and screenwriter"
20445,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20446,Q41233,"British actor of stage, film and television"
20447,Q40032,American actor
20448,Q14506628,filmography
20449,Q134333,English actor (1927–2017)
20450,Q81520,Irish actor (1953- )
20451,Q55245,English actor and director (1907–1989)
20452,Q193048,American actor
20453,Q1916242,Australian character actor (1888–1969)
20454,Q4547,English actor
20455,Q185051,American actor
20456,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20457,Q134333,English actor (1927–2017)
20458,Q81520,Irish actor (1953- )
20459,Q123351,English actor (born 1933)
20460,Q37175,American actor (born 1963)
20461,Q171745,British actor (born 1948)
20462,Q2009573,"fictional secret agent, invented by novellist Ian Fleming"
20463,Q1916242,Australian character actor (1888–1969)
20464,Q629696,American actor
20465,Q27924057,New Zealand sculptor and ceramicist
20466,Q1187504,Scottish actor
20467,Q4547,English actor
20468,Q41233,"British actor of stage, film and television"
20469,Q4573,Scottish actor (1930–2020)
20470,Q81520,Irish actor (1953- )
20471,Q177984,British actor and comedian (1925–1980)
20472,Q123351,English actor (born 1933)
20473,Q171745,British actor (born 1948)
20474,Q2009573,"fictional secret agent, invented by novellist Ian Fleming"
20475,Q4547,English actor
20476,Q185051,American actor
20477,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20478,Q65932,Welsh actor and director (born 1937)
20479,Q105825,American actor (1950–2022)
20480,Q295803,English actor (born 1981)
20481,Q106775,"Irish actor, singer, film director and writer (1930–2002)"
20482,Q298276,Welsh actor
20483,Q123351,English actor (born 1933)
20484,Q200405,British actor (1940–2017)
20485,Q193659,Scottish actor
20486,Q170510,English actor (born 1939)
20487,Q5257346,Scottish footballer (1897-1968)
20488,Q38119,British actor (born 1989)
20489,Q162492,English actor and producer
20490,Q779151,American actor and comedian
20491,Q314945,American actor and comedian
20492,Q30504077,archaeologist
20493,Q316596,American actor and filmmaker
20494,Q464353,American actor
20495,Q3142953,"American stand-up comedian, television personality"
20496,Q110035600,episode of Saturday Night Live (S17 E18)
20497,Q215506,American comedian and actor
20498,Q1797473,main character on the TV show Seinfeld
20499,Q560896,American actor
20500,Q450706,American screenwriter (1939–2019)
20501,Q59215,American actor (born 1936)
20502,Q95068,English and American actress (1916–2020)
20503,Q873,American actress (born 1949)
20504,Q34012,American actor (1924–2004)
20505,Q55245,English actor and director (1907–1989)
20506,Q193048,American actor
20507,Q202765,English actress (born 1976)
20508,Q32522,American actress (born 1969)
20509,Q71206,American actress (1908–1989)
20510,Q439314,Swedish actress
20511,Q199945,American actress
20512,Q2023710,British actor
20513,Q172678,American actor (born 1948)
20514,Q778772,1947 film by Carol Reed
20515,Q36949,American actor (born 1943)
20516,Q103876,British actor (1932–2013)
20517,Q42869,American actor
20518,Q37175,American actor (born 1963)
20519,Q171745,British actor (born 1948)
20520,Q81328,American actor (born 1942)
20521,Q103939,American film and television actor (born 1965)
20522,Q173158,English actor
20523,Q4573,Scottish actor (1930–2020)
20524,Q36767,English actor and model
20525,Q36949,American actor (born 1943)
20526,Q103876,British actor (1932–2013)
20527,Q48337,American actor and producer (born 1937)
20528,Q873,American actress (born 1949)
20529,Q11930,American actor
20530,Q39792,American actor and filmmaker (born 1937)
20531,Q129591,Australian actor (born 1968)
20532,Q173158,English actor
20533,Q170572,American actor
20534,Q311232,American singer and actor
20535,Q578924,American seismologist
20536,Q216720,1996 film directed by Michael Bay
20537,Q23818,British animated television series
20538,Q271464,"American actor, television host, and former American football player (born 1968)"
20539,Q114575667,"American businessperson and board member, Retired Chief Financial Officer, Monsanto"
20540,Q23517,British comedian
20541,Q60792912,American auto racing team
20542,Q378672,American actor
20543,Q10738,American actor and professional wrestler
20544,Q8006,Japanese filmmaker (1910–1998)
20545,Q8877,American filmmaker (born 1946)
20546,Q216569,American actor (1932–2008)
20547,Q982182,"English actor, writer, musician, and television presenter"
20548,Q376140,American actor who portrayed Jaws in two James Bond films (1939–2014)
20549,Q125057,"British explorer, geographer, translator, writer, soldier, orientalist, cartographer, ethnologist, spy, linguist, poet, fencer, and diplomat (1821–1890)"
20550,Q181799,American actor
20551,Q1354328,"English-born American actor, comedian, game show host and panelist (1932-2012)"
20552,Q295847,"American actor and singer, recording artist"
20553,Q194419,British business magnate (born 1950)
20554,Q115776412,film
20555,Q712968,British actor (1930–2009)
20556,Q2263,American actor and film producer (born 1956)
20557,Q324366,"American television producer, screenwriter, actor, and singer"
20558,Q4573,Scottish actor (1930–2020)
20559,Q129817,New Zealand actor
20560,Q34012,American actor (1924–2004)
20561,Q164119,American actor
20562,Q37175,American actor (born 1963)
20563,Q80938,American actor (born 1954)
20564,Q171745,British actor (born 1948)
20565,Q35332,American actor and filmmaker
20566,Q132952,American comedian and actor (born 1966)
20567,Q2263,American actor and film producer (born 1956)
20568,Q59215,American actor (born 1936)
20569,Q36949,American actor (born 1943)
20570,Q873,American actress (born 1949)
20571,Q34012,American actor (1924–2004)
20572,Q74570240,ND
20573,Q193048,American actor
20574,Q56016,American actress (1907–2003)
20575,Q2305010,American stage and silent film actor (1884-1957)
20576,Q882,English comic actor and filmmaker (1889–1977)
20577,Q42786,British actress (1929–1993)
20578,Q904465,American actor filmography
20579,Q56301387,ND
20580,Q41871,American actor and film director (1925–2008)
20581,Q80938,American actor (born 1954)
20582,Q1701585,Canadian politician (1901-1983)
20583,Q312878,American actor (1906-1988)
20584,Q43203,American actor and film director (born 1930)
20585,Q2979323,Jamaican musician
20586,Q882,English comic actor and filmmaker (1889–1977)
20587,Q202148,American actor (1936–2018)
20588,Q2685,"Austrian and American actor, bodybuilder, and politician (born 1947)"
20589,Q16297,Canadian actor
20590,Q2263,American actor and film producer (born 1956)
20591,Q159347,American actor (1930–1980)
20592,Q36767,English actor and model
20593,Q103876,British actor (1932–2013)
20594,Q138005,American actor
20595,Q175535,"American actor, screenwriter, and producer"
20596,Q295498,British actor (born 1983)
20597,Q5693487,ND
20598,Q185051,American actor
20599,Q45772,English actor (born 1974)
20600,Q6820988,filmography
20601,Q69699823,2019 news article by Tracy Wright published in The Daily Mail
20602,Q873,American actress (born 1949)
20603,Q105390041,2021 film directed by Henrike Sandner
20604,Q6525967,Listing of film and television appearances by Leonardo Dicaprio
20605,Q38111,American actor and film producer (born 1974)
20606,Q6262441,United States army brigadier general
20607,Q1701585,Canadian politician (1901-1983)
20608,Q39792,American actor and filmmaker (born 1937)
20609,Q2263,American actor and film producer (born 1956)
20610,Q185724,"Canadian actor, comedian and filmmaker"
20611,Q380852,"American television and film director, producer, choreographer"
20612,Q435965,American singer and guitarist
20613,Q467526,American country musician
20614,Q6390966,American singer and actor (1912-1985)
20615,Q219512,American actor
20616,Q316857,American actor and comedian (1927–2020)
20617,Q171745,British actor (born 1948)
20618,Q229775,American actress and filmmaker
20619,Q47100,American actor and comedian (born 1965)
20620,Q40096,"American actor, film producer and rapper (born 1968)"
20621,Q36949,American actor (born 1943)
20622,Q48410,American actor (born 1949)
20623,Q873,American actress (born 1949)
20624,Q34012,American actor (1924–2004)
20625,Q37175,American actor (born 1963)
20626,Q83359,American actor (1931–1955)
20627,Q39792,American actor and filmmaker (born 1937)
20628,Q23844,American actor and filmmaker (born 1961)
20629,Q207969,American actor
20630,Q80739,American actor and political activist (1923–2008)
20631,Q37079,American actor and producer (born 1962)
20632,Q129817,New Zealand actor
20633,Q19190,English actor
20634,Q81520,Irish actor (1953- )
20635,Q873,American actress (born 1949)
20636,Q217004,American actor
20637,Q40572,Australian actor (1979–2008)
20638,Q39476,English actress and activist (born 1990)
20639,Q38119,British actor (born 1989)
20640,Q162492,English actor and producer
20641,Q483118,"American film actor, director and screenwriter"
20642,Q463673,American television personality (1931–2020)
20643,Q55800,"American talk show host, actress, producer, and author (born 1954)"
20644,Q310819,American talk show host and comedian (1925–2005)
20645,Q240933,"American comedian, actress, and television host (1933–2014)"
20646,Q1315167,American late-night talk show
20647,Q335680,American talk show host and comedian
20648,Q27214,American television personality and politician
20649,Q483325,"American comedian, television host, actress, and writer (born 1968)"
20650,Q486740,American television show host and comedian
20651,Q2739748,American television and radio personality and producer
20652,Q213512,American actor and comedian (born 1937)
20653,Q8003106,"British comedian, actor, author and screenwriter"
20654,Q618352,American comedian and actor
20655,Q211987,"American comedian, writer, producer, activist, and television host"
20656,Q313107,American actor (born 1971)
20657,Q37175,American actor (born 1963)
20658,Q335680,American talk show host and comedian
20659,Q298658,American actor and comedian
20660,Q14537,American comedian and actor
20661,Q47100,American actor and comedian (born 1965)
20662,Q170572,American actor
20663,Q132952,American comedian and actor (born 1966)
20664,Q208026,British actor (born 1977)
20665,Q7366912,cricketer (born 1985)
20666,Q109267248,American photographer and filmmaker
20667,Q83338,American actor and comedian (1951–2014)
20668,Q99604500,British keyboardist
20669,Q203545,British actor (1940–2023)
20670,Q1702422,"English actor, comedian, and ceramicist"
20671,Q37175,American actor (born 1963)
20672,Q193659,Scottish actor
20673,Q12006,American rock musician
20674,Q6060,"American rapper, songwriter and actor (born 1975)"
20675,Q2263,American actor and film producer (born 1956)
20676,Q4573,Scottish actor (1930–2020)
20677,Q171736,American actor and director
20678,Q74570240,ND
20679,Q37175,American actor (born 1963)
20680,Q39792,American actor and filmmaker (born 1937)
20681,Q129591,Australian actor (born 1968)
20682,Q42930,American actor (born 1937)
20683,Q185051,American actor
20684,Q5066520,American actor (1976–2020)
20685,Q65932,Welsh actor and director (born 1937)
20686,Q208685,British actor
20687,Q83338,American actor and comedian (1951–2014)
20688,Q318475,American singer-songwriter and pianist
20689,Q310785,"American actor, screenwriter, and film producer"
20690,Q34012,American actor (1924–2004)
20691,Q203960,American actor (born 1931)
20692,Q310551,American actor
20693,Q954950,American actor (1923-2010)
20694,Q448644,American composer of popular music (1905-1986)
20695,Q185051,American actor
20696,Q311752,American actor and comedian (1964–1997)
20697,Q313381,American football player (born 1977)
20698,Q167818,American football quarterback (1973-2009)
20699,Q617158,American football player (born 1990)
20700,Q7539,American football player (born 1976)
20701,Q371118,American football coach (born 1972)
20702,Q432931,American football player and general manager from the United States
20703,Q726211,American football player (born 1947)
20704,Q1091449,"American football player, kick returner, wide receiver"
20705,Q316187,American football player (born 1981)
20706,Q281280,American football player (born 1986)
20707,Q302581,American football player (born 1983)
20708,Q352159,American basketball player (born 1988)
20709,Q41421,American basketball player and businessman (born 1963)
20710,Q134183,American basketball player
20711,Q121783,American professional basketball team
20712,Q36159,American basketball player (born 1984)
20713,Q25369,American basketball player (1978–2020)
20714,Q29545,American basketball player
20715,Q199896,American basketball player
20716,Q213346,American basketball player
20717,Q25278,American basketball player
20718,Q211876,American basketball player
20719,Q25113076,Mathematical puzzle
20720,Q106871,1995 film directed by John McTiernan
20721,Q97752704,1992 video game
20722,Q105993,1990 film directed by Renny Harlin
20723,Q2716420,series of action movies beginning with Die Hard in 1988
20724,Q1531134,1991 video game
20725,Q105598,1988 film directed by John McTiernan
20726,Q219776,2003 film directed by Bryan Singer
20727,Q221168,2006 film directed by Brett Ratner
20728,Q8041476,2006 soundtrack album
20729,Q223596,2011 film directed by Matthew Vaughn
20730,Q4985891,2014 film directed by Bryan Singer
20731,Q113561883,2014 film score by John Ottman
20732,Q17042878,2016 film directed by Bryan Singer
20733,Q17042878,2016 film directed by Bryan Singer
20734,Q128452,fictional superhero team in Marvel Comics
20735,Q81651,1952 research aircraft by Bell
20736,Q1399747,1963 comic book ongoing series
20737,Q15053459,1995 edition by the Military Book Club
20738,Q362,1939–1945 global conflict
20739,Q3823675,2005 video game
20740,Q361,"global war originating in Europe, 1914–1918"
20741,Q2631997,2006 video game developed by 1C Company
20742,Q209788,literary work by Winston Churchill
20743,Q17018078,book by Antony Beevor
20744,Q17531620,"war memorial in the London Borough of Tower Hamlets, England, UK"
20745,Q2902672,ND
20746,Q79465885,116th edition of Major League Baseball's championship series
20747,Q24906838,112th edition of Major League Baseball's championship series
20748,Q27114257,47th edition of Major League Baseball's National League Championship Series
20749,Q20648402,111th edition of Major League Baseball's championship series
20750,Q4630084,109th edition of Major League Baseball's championship series
20751,Q928040,106th edition of Major League Baseball's championship series
20752,Q1149730,104th edition of Major League Baseball's championship series
20753,Q929976,102nd edition of Major League Baseball's championship series
20754,Q3511260,37th edition of Major League Baseball's National League Championship Series
20755,Q1316792,101st edition of Major League Baseball's championship series
20756,Q4602482,ND
20757,Q4072121,Major League Baseball season
20758,Q24807225,expansion for The Witcher 3: Wild Hunt
20759,Q4267401,2015 action role-playing video game
20760,Q917272,2011 video game
20761,Q105854261,file format
20762,Q287637,2007 video game
20763,Q47500433,2019 fantasy drama television series
20764,Q88291753,digital deluxe edition of the video game The Last of Us Part II
20765,Q94671,2002 open world action-adventure video game developed by Rockstar North
20766,Q83265,2004 video game
20767,Q739654,2011 action adventure video game
20768,Q30138024,2017 video game
20769,Q39055879,US musical group
20770,Q314877,American musician (born 1984)
20771,Q928751,American musician
20772,Q316878,American singer
20773,Q39672,American drummer
20774,Q319277,American singer (1964–2022)
20775,Q848601,American rock drummer
20776,Q2551069,American musician
20777,Q346822,English keyboardist
20778,Q221535,American singer and guitarist
20779,Q272069,British musician
20780,Q3142,Prismatic and Primary color with longest visable wavelength
20781,Q1466501,2008 album by Weezer
20782,Q15881846,Dutch death/doom band
20783,Q7449797,album by Bring Me the Horizon
20784,Q7303621,album by Baroness
20785,Q858750,2012 studio album by Taylor Swift
20786,Q3281432,"items named ""Maladroit"""
20787,Q788351,album by Weezer
20788,Q6726626,television series
20789,Q776174,video game series
20790,Q5075219,1992 video game
20791,Q1466501,2008 album by Weezer
20792,Q209956,American rock band
20793,Q1346351,1994 album by Weezer
20794,Q1540223,2001 album by Weezer
20795,Q10853011,2008 studio album by Stephy Tang
20796,Q3521153,album by Kottonmouth Kings
20797,Q7303621,album by Baroness
20798,Q22678118,2015 album by Lukas Graham
20799,Q730046,American rock band
20800,Q2394527,album by Goo Goo Dolls
20801,Q114030819,ND
20802,Q242580,American actress (born 1970)
20803,Q237651,American figure skater
20804,Q364406,American surfer
20805,Q4328796,American actress and singer
20806,Q1754731,album by Jordin Sparks
20807,Q243103,American country singer
20808,Q232708,"American actress, dancer and model"
20809,Q87721029,Australian swimmer
20810,Q2925780,American basketball player (born 1990)
20811,Q27796960,association football player
20812,Q199927,American actress and television presenter
20813,Q80463323,scientific article published on 01 March 2005
20814,Q1387,state of the United States of America
20815,Q6458254,ND
20816,Q16152667,"government of Washington, D.C., in the United States"
20817,Q5283404,ND
20818,Q2335224,"former colony in North America, part of Great Britain"
20819,Q1780007,"island in Rhode Island, United States"
20820,Q16029552,American drag queen and recording artist
20821,Q797,state of the United States of America
20822,Q1199942,"Spanish and Mexican singer, songwriter and actress"
20823,Q9960,president of the United States from 1981 to 1989 and actor
20824,Q9696,President of the United States from 1961 to 1963
20825,Q12325,president of the United States from 1857 to 1861
20826,Q23,president of the United States from 1789 to 1797
20827,Q8007,president of the United States from 1933 to 1945
20828,Q75766447,second son of Franklin and Eleanor Roosevelt (1909-1909)
20829,Q19090215,ND
20830,Q9916,president of the United States from 1953 to 1961
20831,Q22686,45th President of the United States from 2017 to 2021
20832,Q36023,president of the United States from 1923 to 1929
20833,Q2873633,"street in Brussels, Belgium"
20834,Q35648,president of the United States from 1909 to 1913
20835,Q33866,president of the United States from 1901 to 1909
20836,Q9960,president of the United States from 1981 to 1989 and actor
20837,Q23685,president of the United States from 1977 to 1981
20838,Q11613,president of the United States from 1945 to 1953
20839,Q8007,president of the United States from 1933 to 1945
20840,Q64349037,photograph by Vincenzo Laviosa
20841,Q19090215,ND
20842,Q47512066,painting by Ernest Hamlin Baker (NPG NPG.78.TC348)
20843,Q1124,President of the United States from 1993 to 2001
20844,Q2873633,"street in Brussels, Belgium"
20845,Q328889,flag
20846,Q11703,territory of the United States of America
20847,Q2604237,governing body of soccer in the U.S. Virgin Islands
20848,Q123076,uninhabited Pacific atoll and unorganized incorporated U.S. territory
20849,Q31982685,ND
20850,Q16644,islands in the United States
20851,Q16635,island territory of the United States of America
20852,Q5613412,unincorporated community in Missouri
20853,Q691638,Participation of athletes from American Samoa in the Olympic Games
20854,Q16641,United States territory in the Pacific Ocean
20855,Q34836,president of the United States from 1869 to 1877
20856,Q47512796,painting by Samuel Bell Waugh
20857,Q18688269,painting by Ole Peter Hansen Balling
20858,Q3564517,"American businessman, father of U.S. President Theodore Roosevelt"
20859,Q7781981,Wikimedia human name disambiguation page
20860,Q33866,president of the United States from 1901 to 1909
20861,Q29378914,Staten Island Ferry vessel.
20862,Q9696,President of the United States from 1961 to 1963
20863,Q240666,future Gerald R. Ford-class aircraft carrier
20864,Q34296,president of the United States from 1913 to 1921
20865,Q11869,president of the United States in 1841
20866,Q33866,president of the United States from 1901 to 1909
20867,Q35686,president of the United States from 1877 to 1881
20868,Q12306,president of the United States from 1850 to 1853
20869,Q11881,president of the United States from 1841 to 1845
20870,Q9696,President of the United States from 1961 to 1963
20871,Q12325,president of the United States from 1857 to 1861
20872,Q35171,President of the United States (1885–89; 1893–97)
20873,Q12312,president of the United States from 1853 to 1857
20874,Q36023,president of the United States from 1923 to 1929
20875,Q8015464,American businessman (1807-1892)
20876,Q35041,president of the United States from 1897 to 1901
20877,Q28801722,painting by Emily Drayton Taylor
20878,Q8012585,American diplomat
20879,Q11288136,American diplomat
20880,Q35648,president of the United States from 1909 to 1913
20881,Q22686,45th President of the United States from 2017 to 2021
20882,Q1124,President of the United States from 1993 to 2001
20883,Q47513347,painting by Nancy Fleming Harris
20884,Q47508810,painting by Christopher Fox Payne
20885,Q8015464,American businessman (1807-1892)
20886,Q35041,president of the United States from 1897 to 1901
20887,Q35648,president of the United States from 1909 to 1913
20888,Q75765956,son of U.S. president William Henry Harrison (1802-1838)
20889,Q11869,president of the United States in 1841
20890,Q8010582,Union United States Army general
20891,Q297308,American lawyer and politician (1801-1872)
20892,Q12306,president of the United States from 1850 to 1853
20893,Q12325,president of the United States from 1857 to 1861
20894,Q52810993,researcher (ORCID 0000-0003-2528-0638)
20895,Q1176322,United States Senator from Missouri (1807-1886)
20896,Q35286,president of the United States from 1921 to 1923
20897,Q33866,president of the United States from 1901 to 1909
20898,Q9588,president of the United States from 1969 to 1974
20899,Q59493229,collection in the National Archives and Records Administration's holdings
20900,Q9640,president of the United States from 1963 to 1969
20901,Q11613,president of the United States from 1945 to 1953
20902,Q8007,president of the United States from 1933 to 1945
20903,Q64349037,photograph by Vincenzo Laviosa
20904,Q19090215,ND
20905,Q9916,president of the United States from 1953 to 1961
20906,Q1124,President of the United States from 1993 to 2001
20907,Q9588,president of the United States from 1969 to 1974
20908,Q9696,President of the United States from 1961 to 1963
20909,Q240666,future Gerald R. Ford-class aircraft carrier
20910,Q23,president of the United States from 1789 to 1797
20911,Q59492817,collection in the National Archives and Records Administration's holdings
20912,Q23505,President of the United States from 1989 to 1993
20913,Q5425102,"headquarters for the Central Intelligence Agency, located in Langley, in Fairfax County, Virginia, United States"
20914,Q9916,president of the United States from 1953 to 1961
20915,Q49484678,"park in Rutland County, Vermont, United States of America"
20916,Q1124,President of the United States from 1993 to 2001
20917,Q76,President of the United States from 2009 to 2017
20918,Q35648,president of the United States from 1909 to 1913
20919,Q33866,president of the United States from 1901 to 1909
20920,Q9960,president of the United States from 1981 to 1989 and actor
20921,Q9588,president of the United States from 1969 to 1974
20922,Q22006430,horse
20923,Q6279,President of the United States since 2021
20924,Q11613,president of the United States from 1945 to 1953
20925,Q207,President of the United States from 2001 to 2009
20926,Q5491459,"public secondary school in Hyde Park, New York, USA"
20927,Q8007,president of the United States from 1933 to 1945
20928,Q91,"president of the United States from 1861 to 1865 (American, 1809-1865)"
20929,Q36844,Barbadian singer and actress (born 1988)
20930,Q162202,"Trinidadian-born rapper, singer, songwriter and actress (born 1982)"
20931,Q201656,"American singer, actor and musician"
20932,Q726663,1994 album by Kylie Minogue
20933,Q120527,British singer and songwriter
20934,Q34086,Canadian singer (born 1994)
20935,Q18814,English singer (born 1988)
20936,Q3626966,"English singer, songwriter and actor"
20937,Q47447,English singer-songwriter
20938,Q712860,English singer-songwriter (born 1977)
20939,Q121507,American singer
20940,Q1939219,Native American tribe
20941,Q5419,major river in central United States
20942,Q1581,state of the United States of America
20943,Q2310114,"city in Nelson County, North Dakota, United States"
20944,Q1166,state of the United States of America
20945,Q1169,one of the Great Lakes of North America
20946,Q68740,largest of the Hawaiian islands
20947,Q1591594,1966 film
20948,Q782,state of the United States of America
20949,Q2637045,2000 film by Esther Gronenborn
20950,Q54186925,scientific article
20951,Q16029552,American drag queen and recording artist
20952,Q797,state of the United States of America
20953,Q1199942,"Spanish and Mexican singer, songwriter and actress"
20954,Q1214,state of the United States of America
20955,Q16551,state of the United States of America
20956,Q824,state of the United States of America
20957,Q1207,state of the United States of America
20958,Q1553,state of the United States of America
20959,Q1494,state of the United States of America
20960,Q724,state of the United States of America
20961,Q1558,state of the United States of America
20962,Q1221,state of the United States of America
20963,Q782,state of the United States of America
20964,Q173,state of the United States of America
20965,Q11812,president of the United States from 1801 to 1809
20966,Q11820,president of the United States from 1837 to 1841
20967,Q11816,president of the United States from 1825 to 1829
20968,Q9696,President of the United States from 1961 to 1963
20969,Q11815,president of the United States from 1817 to 1825
20970,Q11813,president of the United States from 1809 to 1817
20971,Q11891,president of the United States from 1845 to 1849
20972,Q12325,president of the United States from 1857 to 1861
20973,Q12312,president of the United States from 1853 to 1857
20974,Q11817,president of the United States from 1829 to 1837
20975,Q91,"president of the United States from 1861 to 1865 (American, 1809-1865)"
20976,Q11869,president of the United States in 1841
20977,Q33866,president of the United States from 1901 to 1909
20978,Q12306,president of the United States from 1850 to 1853
20979,Q11881,president of the United States from 1841 to 1845
20980,Q11806,president of the United States from 1797 to 1801
20981,Q12325,president of the United States from 1857 to 1861
20982,Q11613,president of the United States from 1945 to 1953
20983,Q23,president of the United States from 1789 to 1797
20984,Q12312,president of the United States from 1853 to 1857
20985,Q35678,American politician (1833–1901); President of the United States from 1889 to 1893
20986,Q91,"president of the United States from 1861 to 1865 (American, 1809-1865)"
20987,Q1301825,American politician (1896–1990)
20988,Q11869,president of the United States in 1841
20989,Q34836,president of the United States from 1869 to 1877
20990,Q18688269,painting by Ole Peter Hansen Balling
20991,Q96782264,statue in the U.S. Capitol by Charles Henry Niehaus
20992,Q12306,president of the United States from 1850 to 1853
20993,Q46991455,"painting by American School, painter"
20994,Q9696,President of the United States from 1961 to 1963
20995,Q11813,president of the United States from 1809 to 1817
20996,Q268217,American bishop
20997,Q34597,president of the United States in 1881
20998,Q34597,president of the United States in 1881
20999,Q11646,"music scene in Athens, Georgia"
21000,Q27796692,"people from or residents of Albuquerque, New Mexico, USA (colloquial demonym)"
21001,Q192517,"city in Colorado, United States"
21002,Q20862272,painting by Noel Mahaffey
21003,Q18713522,live album by Widespread Panic
21004,Q23556,"capital city of Georgia, United States"
21005,Q20576779,Wikimedia duplicated page
